"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGB","FRGT","FRTH","GAHT","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014826","FLINT FCWOS, MI US","1982-07-30","   50","   70",,,,,,," 1636","0.00","0.0","0.0",,"80","61",,"  280",,,"  270",,"17.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-07-31","   60","   80",,,,,,," 1048","0.00","0.0","0.0",,"76","57",,"  290",,,"  270",,"13.0",,,"13.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-01","   90","   90",,,,,,," 1200","0.00","0.0","0.0",,"82","61",,"  230",,,"  225",,"17.0",,,"18.3","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-02","   90","   80",,,,,,," 0500","0.35","0.0","0.0",,"78","65",,"  290",,,"  315",,"21.0",,,"32.2","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-03","  100","  100",,,,,,," 2106","0.01","0.0","0.0",,"84","64",,"  190",,,"  180",,"16.1",,,"24.2","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-04","  100","  100",,,,,,," 2230","0.00","0.0","0.0",,"86","70",,"  290",,,"   45",,"14.1",,,"18.3","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-05","   90","   90",,,,,,," 0218","0.00","0.0","0.0",,"80","67",,"   80",,,"  180",,"14.1",,,"16.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-06","   50","   50",,,,,,," 2112","0.00","0.0","0.0",,"83","62",,"   40",,,"   45",,"10.1",,,"13.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-07","   50","   50",,,,,,," 1454","0.05","0.0","0.0",,"85","60",,"  180",,,"  180",,"8.1",,,"12.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-08","   60","   70",,,,,,," 1642","0.19","0.0","0.0",,"84","63",,"  290",,,"  270",,"16.1",,,"21.9","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-09","   40","   50",,,,,,," 1100","0.00","0.0","0.0",,"74","59",,"  300",,,"  315",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-10","   80","   80",,,,,,," 1200","0.00","0.0","0.0",,"67","54",,"  310",,,"  315",,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-11","   10","   20",,,,,,," 1424","0.00","0.0","0.0",,"71","48",,"  310",,,"  315",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-12","   10","   20",,,,,,," 1330","0.00","0.0","0.0",,"73","45",,"  360",,,"  315",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-13","   40","   50",,,,,,," 1200","0.00","0.0","0.0",,"77","46",,"  300",,,"  360",,"8.9",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-14","   50","   30",,,,,,," 1430","0.00","0.0","0.0",,"80","55",,"  330",,,"  315",,"13.0",,,"15.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-15","   60","   80",,,,,,," 1412","0.00","0.0","0.0",,"84","59",,"  290",,,"  225",,"8.9",,,"12.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-16","   50","   40",,,,,,," 1600","0.00","0.0","0.0",,"85","62",,"  310",,,"  315",,"13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-17","   30","   20",,,,,,," 1254","0.09","0.0","0.0",,"77","60",,"   20",,,"  360",,"16.1",,,"20.8","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-18","   20","   20",,,,,,," 1248","0.00","0.0","0.0",,"79","51",,"  360",,,"  360",,"10.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-19","   80","   90",,,,,,," 1124","0.00","0.0","0.0",,"85","59",,"  270",,,"  225",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-20","   60","   60",,,,,,," 2248","0.37","0.0","0.0",,"83","61",,"  330",,,"  315",,"17.0",,,"34.4","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-21","   40","   40",,,,,,," 1430","0.00","0.0","0.0",,"70","52",,"   30",,,"  360",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-22","   90","  100",,,,,,," 0830","0.13","0.0","0.0",,"67","51",,"  200",,,"  225",,"17.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-23","   60","   60",,,,,,," 1600","0.00","0.0","0.0",,"76","58",,"  360",,,"  315",,"12.1",,,"16.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-24","   80","   90",,,,,,," 2354","0.75","0.0","0.0",,"76","53",,"   50",,,"   45",,"16.1",,,"23.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-25","   30","   20",,,,,,," 0100","1.00","0.0","0.0",,"73","56",,"   60",,,"   45",,"21.0",,,"27.5","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-26","   30","   40",,,,,,," 1018","0.00","0.0","0.0",,"81","54",,"  240",,,"  270",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-27","   40","   70",,,,,,," 1048","0.00","0.0","0.0",,"71","52",,"   20",,,"  360",,"19.9",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-28","   20","   40",,,,,,," 1154","0.00","0.0","0.0",,"66","39",,"  350",,,"  315",,"19.9",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-29","   70","   90",,,,,,," 1048","0.30","0.0","0.0",,"63","37",,"  200",,,"  180",,"16.1",,,"18.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-30","   90","   80",,,,,,," 2348","0.00","0.0","0.0",,"79","54",,"  220",,,"   45",,"14.1",,,"17.2",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-08-31","   90","   90",,,,,,," 0224","0.00","0.0","0.0",,"74","60",,"   50",,,"   45",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-01","   90","   80",,,,,,," 1624","0.00","0.0","0.0",,"80","64",,"  280",,,"  270",,"21.9",,,"28.9","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-02","   60","   60",,,,,,," 1400","0.02","0.0","0.0",,"76","56",,"  300",,,"  270",,"23.0",,,"38.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-03","   30","   40",,,,,,," 1354","0.00","0.0","0.0",,"70","51",,"  290",,,"  315",,"21.9",,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-04","   10","   10",,,,,,," 1218","0.00","0.0","0.0",,"70","44",,"  300",,,"  315",,"10.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-05","   60","   70",,,,,,," 1148","0.00","0.0","0.0",,"80","49",,"  220",,,"  225",,"17.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-06","  100","  100",,,,,,," 1906","0.04","0.0","0.0",,"65","56",,"   40",,,"   45",,"14.1",,,"18.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-07","   70","   80",,,,,,," 1024","0.00","0.0","0.0",,"66","50",,"   80",,,"   90",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-08","   20","   30",,,,,,," 1412","0.00","0.0","0.0",,"72","41",,"  200",,,"  225",,"6.9",,,"9.2",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-09","   10","   10",,,,,,," 1318","0.00","0.0","0.0",,"80","47",,"  250",,,"  270",,"10.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-10","   30","   40",,,,,,," 1412","0.00","0.0","0.0",,"81","52",,"  200",,,"  180",,"13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-11","   60","   70",,,,,,," 1248","0.00","0.0","0.0",,"85","65",,"  210",,,"  225",,"16.1",,,"20.8",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-12","   10","   20",,,,,,," 1436","0.00","0.0","0.0",,"86","62",,"  160",,,"  180",,"16.1",,,"21.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-13","   50","   40",,,,,,," 1718","0.00","0.0","0.0",,"87","67",,"  180",,,"  180",,"15.0",,,"39.1","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-14","  100","  100",,,,,,," 1742","0.24","0.0","0.0",,"81","60",,"   10",,,"  360",,"16.1",,,"18.3","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-15","  100","  100",,,,,,," 0324","0.05","0.0","0.0",,"65","57",,"   50",,,"   45",,"14.1",,,"16.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-16","   80","  100",,,,,,," 0806","0.02","0.0","0.0",,"61","43",,"  320",,,"  315",,"15.0",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-17","  100","   90",,,,,,," 1324","0.88","0.0","0.0",,"64","41",,"  200",,,"  225",,"16.1",,,"19.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-18","   40","   40",,,,,,," 1048","0.10","0.0","0.0",,"65","43",,"  350",,,"  360",,"16.1",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-19","   10","   20",,,,,,," 1500","0.00","0.0","0.0",,"66","37",,"  240",,,"  270",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-20","   70","   70",,,,,,," 1536","0.05","0.0","0.0",,"61","42",,"  310",,,"  270",,"17.0",,,"23.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-21","   90","  100",,,,,,," 1706","0.00","0.0","0.0",,"55","39",,"  270",,,"   90",,"8.9",,,"13.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-22","  100","  100",,,,,,," 1224","0.40","0.0","0.0",,"54","46",,"  330",,,"  360",,"14.1",,,"19.5","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-23","   90","   70",,,,,,," 1512","0.01","0.0","0.0",,"68","52",,"  250",,,"  270",,"14.1",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-24","   90","   90",,,,,,," 1006","0.18","0.0","0.0",,"66","55",,"  190",,,"  180",,"17.9",,,"24.2",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-25","   90","  100",,,,,,," 1100","0.19","0.0","0.0",,"64","53",,"   90",,,"   90",,"8.9",,,"10.3","    1","    1",,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-26","  100","  100",,,,,,," 1754","0.00","0.0","0.0",,"68","52",,"   70",,,"   90",,"8.9",,,"11.4","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-27","  100","  100",,,,,,," 1118","0.58","0.0","0.0",,"60","56",,"  350",,,"  360",,"10.1",,,"16.1","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-28","   60","   70",,,,,,," 1654","0.00","0.0","0.0",,"70","52",,"  150",,,"  135",,"10.1",,,"11.4","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-29","   10","   20",,,,,,," 1306","0.00","0.0","0.0",,"73","54",,"  160",,,"  180",,"15.0",,,"20.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-09-30","   10","   10",,,,,,," 1430","0.00","0.0","0.0",,"78","55",,"  200",,,"  180",,"13.0",,,"17.2",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-01","   50","  100",,,,,,," 1942","0.00","0.0","0.0",,"74","52",,"   80",,,"   90",,"14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-02","   40","   50",,,,,,," 2136","0.00","0.0","0.0",,"71","49",,"  160",,,"  135",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-03","   60","   70",,,,,,," 1236","0.00","0.0","0.0",,"72","49",,"  290",,,"  270",,"19.9",,,"23.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-04","   10","    0",,,,,,," 1112","0.00","0.0","0.0",,"69","44",,"  150",,,"   90",,"10.1",,,"13.9","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-05","   30","   30",,,,,,," 1530","0.00","0.0","0.0",,"77","48",,"  220",,,"  225",,"8.9",,,"15.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-06","   50","   30",,,,,,," 1424","0.00","0.0","0.0",,"81","61",,"  190",,,"  180",,"14.1",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-07","   50","   50",,,,,,," 1530","0.02","0.0","0.0",,"72","48",,"  280",,,"  270",,"17.9",,,"24.2","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-08","    0","    0",,,,,,," 2030","0.00","0.0","0.0",,"73","46",,"   80",,,"   90",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-09","   80","   90",,,,,,," 2218","0.00","0.0","0.0",,"64","46",,"  110",,,"  135",,"15.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-10","   60","   70",,,,,,," 0600","0.13","0.0","0.0",,"68","50",,"  150",,,"  135",,"17.0",,,"26.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-11","   60","   60",,,,,,," 1742","0.00","0.0","0.0",,"62","43",,"  220",,,"  225",,"13.0",,,"16.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-12","   90","   90",,,,,,," 0936","0.00","0.0","0.0",,"55","48",,"  250",,,"  225",,"14.1",,,"18.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-13","   60","   70",,,,,,," 1406","0.00","0.0","0.0",,"59","41",,"  320",,,"  315",,"14.1",,,"17.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-14","   70","  100",,,,,,," 1418","0.00","0.0","0.0",,"55","40",,"  250",,,"  270",,"23.0",,,"34.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-15","   70","   80",,,,,,," 1406","0.03","0.0","0.0",,"57","40",,"  350",,,"  315",,"21.0",,,"32.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-16","   40","   60",,,,,,," 1612","0.00","0.0","0.0",,"47","33",,"  310",,,"  315",,"21.9",,,"28.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-17","   40","   40",,,,,,," 1454","0.00","0.0","0.0",,"51","27",,"  260",,,"  270",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-18","   80","   70",,,,,,," 1330","0.00","0.0","0.0",,"66","43",,"  200",,,"  225",,"17.9",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-19","   70","   80",,,,,,," 1436","0.02","0.0","0.0",,"69","49",,"  210",,,"  225",,"17.9",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-20","  100","  100",,,,,,," 0842","0.21","0.0","0.0",,"63","42",,"  240",,,"  225",,"30.0",,,"41.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-21","  100","  100",,,,,,," 0024","0.00","0.0","0.0",,"44","39",,"  290",,,"  315",,"21.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-22","  100","  100",,,,,,," 1142","0.00","0.0","0.0",,"41","39",,"  340",,,"  315",,"8.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-23","   20","   10",,,,,,," 1354","0.00","0.0","0.0",,"51","28",,"  290",,,"  270",,"8.1",,,"9.2",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-24","    0","    0",,,,,,," 1118","0.00","0.0","0.0",,"56","25",,"  200",,,"  180",,"6.9",,,"11.4",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-25","   20","   30",,,,,,," 1300","0.00","0.0","0.0",,"60","27",,"  290",,,"  270",,"8.1",,,"11.4","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-26","   10","   20",,,,,,," 1318","0.00","0.0","0.0",,"63","33",,"  300",,,"  315",,"8.1",,,"11.4","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-27","   40","   30",,,,,,," 1454","0.00","0.0","0.0",,"67","32",,"  190",,,"  180",,"12.1",,,"13.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-28","  100","  100",,,,,,," 1406","0.00","0.0","0.0",,"71","51",,"  200",,,"  180",,"17.9",,,"24.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-29","   60","   70",,,,,,," 1530","0.05","0.0","0.0",,"63","43",,"  220",,,"  225",,"21.9",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-30","   90","  100",,,,,,," 1100","0.00","0.0","0.0",,"66","41",,"  220",,,"  225",,"17.9",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-10-31","  100","  100",,,,,,," 0012","0.11","0.0","0.0",,"59","52",,"  210",,,"  225",,"8.9",,,"13.9","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-01","  100","  100",,,,,,," 0824","1.00","0.0","0.0",,"66","53",,"  100",,,"  180",,"15.0",,,"18.3","    1","    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-02","   90","  100",,,,,,," 1000","0.95","0.0","0.0",,"67","54",,"  230",,,"  225",,"21.0",,,"27.5","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-03","  100","  100",,,,,,," 2106","0.00","0.0","0.0",,"54","40",,"  270",,,"  270",,"17.9",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-04","   70","   60",,,,,,," 1818","0.00","0.0","0.0",,"41","29",,"  250",,,"  270",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-05","  100","  100",,,,,,," 1436","0.03","0.3","0.0",,"37","29",,"  290",,,"  270",,"23.0",,,"35.6",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-06","   80","   90",,,,,,," 1018","0.00","0.0","0.0",,"36","32",,"  240",,,"  225",,"17.9",,,"25.3",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-07","   10","   10",,,,,,," 2200","0.00","0.0","0.0",,"57","34",,"  220",,,"  225",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-08","   40","   40",,,,,,," 0018","0.00","0.0","0.0",,"56","39",,"  230",,,"  225",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-09","   90","  100",,,,,,," 1942","0.29","0.0","0.0",,"42","38",,"   50",,,"   90",,"14.1",,,"17.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-10","   90","   80",,,,,,," 1306","0.16","0.0","0.0",,"54","39",,"  150",,,"  135",,"21.0",,,"28.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-11","  100","  100",,,,,,," 1606","0.33","0.0","0.0",,"59","54",,"  200",,,"  180",,"25.1",,,"35.6","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-12","  100","  100",,,,,,," 1424","0.19","0.0","0.0",,"59","36",,"  220",,,"  270",,"34.9",,,"48.3","    1",,"    1",,,,,,,,,,,,"    1",,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-13","   90","   90",,,,,,," 0036","0.00","0.0","0.0",,"36","32",,"  280",,,"  360",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-14","  100","  100",,,,,,," 2254","0.01","0.1","0.0",,"33","31",,"  280",,,"  270",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-15","   20","    0",,,,,,," 0154","0.00","0.0","0.0",,"36","23",,"  300",,,"  315",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-16","   90","  100",,,,,,," 1118","0.00","0.0","0.0",,"40","27",,"  220",,,"  225",,"21.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-17","   20","   40",,,,,,," 1206","0.00","0.0","0.0",,"49","25",,"  200",,,"  225",,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-18","   50","   80",,,,,,," 1630","0.00","0.0","0.0",,"52","30",,"  150",,,"  135",,"10.1",,,"12.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-19","   90","  100",,,,,,," 2124","0.00","0.0","0.0",,"62","35",,"  180",,,"  180",,"16.1",,,"23.0","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-20","  100","  100",,,,,,," 1254","0.76","0.0","0.0",,"60","54",,"  190",,,"  180",,"19.9",,,"28.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-21","   80","   90",,,,,,," 0236","0.05","0.0","0.0",,"61","35",,"  290",,,"  270",,"21.0",,,"26.4","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-22","   70","   70",,,,,,," 1006","0.00","0.0","0.0",,"53","34",,"  100",,,"   90",,"14.1",,,"17.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-23","  100","  100",,,,,,," 2248","0.40","0.0","0.0",,"45","37",,"  310",,,"  360",,"16.1",,,"20.8","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-24","   40","   40",,,,,,," 1454","0.00","0.0","0.0",,"37","27",,"  290",,,"  270",,"19.9",,,"26.4","    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-25","   60","   90",,,,,,," 0048","0.00","0.0","0.0",,"37","26",,"  200",,,"  225",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-26","  100","  100",,,,,,," 0542","0.09","0.9","0.0",,"36","31",,"  240",,,"  225",,"17.9",,,"26.4","    1",,,,,,,,,,,,,,,,"    1",,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-27","   30","   40",,,,,,," 0048","0.00","0.0","0.0",,"33","17",,"  340",,,"  360",,"12.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-28","  100","  100",,,,,,," 0942","0.29","0.0","0.0",,"45","25",,"  140",,,"  135",,"17.0",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-29","  100","  100",,,,,,," 0524","0.21","0.0","0.0",,"45","40",,"  260",,,"  270",,"17.0",,,"27.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014826","FLINT FCWOS, MI US","1982-11-30","   70","   90",,,,,,," 1342","0.00","0.0","0.0",,"52","39",,"  180",,,"  180",,"17.9",,,"20.8","    1",,,,,,,,,,,,,,,,,,,,
